APC,LBBB,NORMAL,PVC,RBBB,Class
3.231448572611958,8.845475878217792,7.240612398583158,12.54651450017729,4.2749109048493015,0
3.496787049819012,9.169499417177851,7.431155961997763,12.756865624655278,4.746584836984243,0
5.4140155004740205,9.954007753688144,9.355513541787602,13.065382860092988,5.875597258496868,0
10.262128339167198,9.351755061311414,6.845543820013465,12.958996843534667,8.786019525368271,0
2.623614874403726,8.74058730145484,7.070119659038182,12.649619304641813,3.183230404350965,0
4.644356331721362,8.696225893807982,6.094043308110135,12.837915706729254,4.578671505603832,0
8.649067359557916,10.032866837077757,8.288858028302977,13.047180782986272,8.319813750736435,0
3.224844043175027,8.775447012391977,7.088916817712636,12.691407122289233,3.96087505940907,0
7.478705786503606,8.939970623608025,5.721732904992828,12.60907100479265,7.294267899957547,0
3.0789749737604066,8.703724439672651,7.066223734359921,12.63325483612025,3.0575266506841112,0
2.221677168919395,8.256371217807441,5.89525250572644,12.464043361262883,3.205918726506418,0
6.561447125352061,8.83106060482162,5.877917563583753,12.553897395554294,7.494630163083046,0
9.975826018562,10.56648991667455,8.824810174407922,13.169281763906774,10.826525983723734,0
2.643351051276979,8.521874152445777,6.6869803170005735,12.504085060267087,3.6072950687879115,0
5.6188034664663355,6.5048132345104595,2.6736967438120804,11.579913138715296,6.973099835373569,0
3.611303549501007,9.334574517456943,7.9706907691016085,12.790078361464165,4.592902661753404,0
2.9604409984707067,8.342367153901048,6.466309970223028,12.376162790489285,4.146514848097612,0
4.3839208566693,9.143874615394278,7.822252425057636,12.738855456145407,5.43914710327096,0
3.3412306584688776,8.794203495409946,7.08320412060229,12.57289365311966,4.530916692425691,0
4.005546697784044,9.205088835170017,7.919592129751618,12.682583667014027,4.9469415083544765,0
3.578731481016945,8.987495555096428,7.602961666782645,12.664695346064079,4.637908795448288,0
4.395661447206463,8.990050076998077,7.812188346923008,12.77753457602087,5.268485964577417,0
6.105941174825595,8.741271761221642,5.367555907547971,12.605296763839666,7.038609320842164,0
3.535353715415264,8.630072661698863,7.124753254129928,12.538791574842495,4.161911438152074,0
3.600200481886529,8.985004821942635,7.4245234244077984,12.677777764942464,4.731340704613812,0
5.318151613646889,8.831634506610651,5.231196838027009,12.821016938712503,6.351257001524201,0
4.98482032130576,9.060401213662258,5.891301252562861,13.017106425575701,5.6956969284854555,0
3.0787934773232934,8.891525836433152,7.363277910530197,12.68739376211134,4.429050719518747,0
3.574393309963056,8.826186159649867,7.231485342320074,12.510390060630783,4.513035403984816,0
2.796786205024038,8.598708186923457,6.949828506843197,12.584300719472013,4.004235762941626,0
7.641565735475786,8.067367242611736,5.3553332056735945,12.41491899007995,6.45940014153213,0
6.55327049121093,6.412067418881672,2.824095758537353,11.454110279443515,7.563427768696604,0
3.175733337168616,8.837422733805239,7.475070577680385,12.692907950175721,4.271454511608482,0
2.7268857096192174,8.515765059229034,6.985329678900937,12.499099198915964,3.8970881571480924,0
3.856940205336982,9.109774287539455,8.012326515108747,12.602083535704534,4.827800162900074,0
5.497005473010836,5.740786399011353,2.7719143466288725,11.274001792100826,6.370628188423547,0
4.018103745027832,9.260218776234403,7.8990036773894365,12.833059812534696,4.936162977486818,0
3.55136921936153,9.032355643126479,7.584938805992527,12.858779732663166,4.6151924700500775,0
8.513644894857826,10.407520947790038,8.461261878708088,12.436179252297128,10.320403790181592,0
5.706966668303904,8.870924171677466,5.779925322361349,12.789561778739666,6.703151926603421,0
2.686310649729243,8.691286919171386,6.993480898911311,12.61304460891583,3.741669405848772,0
3.780099579418866,9.174360377056015,7.879414842587905,12.696945226665793,4.530036155918814,0
14.70232802437677,12.823892895673586,12.88685371259022,14.657741135774884,14.44599246544714,0
4.004479295685412,9.09948593290289,7.62188842376792,12.662078367403884,5.369646064987811,0
3.6133289748372617,8.861028877677247,7.141338075185284,12.617202711761067,4.86298506640509,0
3.673142362570657,9.131826721339694,7.586116270658469,12.687917042583171,4.501027431958339,0
2.7285422163759794,8.609335246616727,6.890035357323453,12.508005264666489,4.0385254451434776,0
3.8647781925756592,9.074143056094837,7.643248284659202,12.70809036489779,5.173554897810833,0
4.266809505650919,9.44013679928673,8.142870691573306,12.831597581531447,5.225252535950143,0
6.7835688915034416,10.41385579546192,7.294091959330292,13.135336766662299,7.409673370978239,0
3.6908047019123305,8.832179845380853,7.243482293415275,12.563943143799627,4.881241048227731,0
3.435583895178048,8.928157455929327,7.690192875198913,12.741203089024353,4.282743698926763,0
4.439995217620747,9.756093645010745,9.00746405347577,12.959920520249486,5.186114843715906,0
5.668921016473481,9.796413455724817,9.277477791038658,12.852710700877847,5.884933133177125,0
3.5636531053174805,8.923799783281316,7.472366610313806,12.737873426373245,4.341668091527111,0
3.52884090086273,8.686749821764202,7.167501240966704,12.574754761959715,4.374766839027761,0
4.942411219411542,9.526221014216793,8.46948891810043,12.671985688681465,5.847101345660562,0
4.682842928646889,9.43844527512475,8.536060770850545,12.713408937368708,5.161884227248036,0
4.602919332444176,9.601235566524549,8.53387878655501,12.696611094493239,5.508583720832567,0
3.9878490165097045,8.99100768620907,7.600783399668518,12.598835733659733,4.282691700925747,0
3.182501532812366,8.700329866495897,6.574484250960465,12.457203171064489,4.650611116582955,0
3.710179924891039,9.090428828811989,7.595959942119349,12.6095972294695,4.81834617008467,0
5.617971803077404,9.1126602399998,6.71736489618919,12.903597420823173,5.2167276734558,0
4.099500290872135,9.105873150034139,7.669581369695897,12.610294311632078,5.179430854103457,0
2.924532166765987,8.555414832013767,6.923676498357803,12.513058308590592,4.212349927077654,0
4.047952321054306,9.283321787610783,8.185600202950834,12.61400432785767,4.767227139346497,0
3.419697984064671,8.84537337954007,7.134001880202975,12.811999768819863,4.431946969537049,0
3.6859444988694015,8.991588869074178,7.61563598272731,12.639967102317835,4.5680030747004094,0
3.979910718518465,9.127471863217327,7.801915810560148,12.644416489454931,5.05224898337664,0
13.082156837250983,10.670453277682647,10.959016823814633,13.359871931996388,13.038788119675473,0
4.644987468319317,9.315831129975388,8.281739660571976,12.81177219371464,5.077682013737602,0
3.647354476279576,9.02017562053554,7.776331768405925,12.659259157799857,4.532519480997969,0
3.4805337834749754,9.050024227400188,7.673246118466273,12.691051162662024,4.504052202137953,0
4.152902771557855,9.170355828596866,7.825825418532665,12.693788838332067,5.017984247089022,0
7.985903691214946,9.239197759135868,5.994101811357496,12.854709735359496,7.770616414009259,0
3.5466215488304327,9.006443064242857,7.6068161416014695,12.566728080663209,4.564120078202994,0
3.946764865142519,8.953077950370089,7.616619624605379,12.535161669097008,4.804860262061295,0
2.3802590862738024,8.427197194705604,6.60689694262897,12.392350639162931,3.2331689135981625,0
5.884176702104536,9.222305535343956,6.055244414449368,12.97681651103451,6.267396654815761,0
7.477904701397497,9.593461575078589,8.56972363275418,13.236227522751065,7.662568036959738,0
3.596547035311802,8.927137919114076,7.448203312168201,12.616826527477112,4.776708521160082,0
3.3089729126161562,8.897663412919373,7.50268181128743,12.69728319976654,4.542731993334503,0
3.1276606128537323,8.869299182671105,7.239664984805634,12.616226010842958,4.046432896765678,0
7.007000063701942,9.425078585244908,7.405998828452725,13.079033963290426,6.6684547176333835,0
4.480190114184682,9.031777139558008,7.832615358411807,12.71808517168404,4.987667428274499,0
8.487692243456683,10.059923889764319,9.008704148947421,13.243364353211886,9.284553283545138,0
2.7788194160946906,8.496995439154523,6.613332222294147,12.523084206445589,3.6446159922831742,0
3.559157894136068,8.789874795564092,6.895344395223776,12.576449003893403,4.498236833499608,0
3.725703590937743,8.773013752185143,7.520356048572328,12.55653244890448,4.498568853513036,0
4.332999602997677,9.39029348859183,8.340423795562012,12.92247902863705,5.159987831982886,0
4.019678409473463,9.348280173409927,8.117750468357203,12.918322743854914,4.904413869753933,0
6.033330407139073,9.454044182519308,7.266506102788292,13.035960713267492,5.723504000674284,0
3.976976291289435,8.771950833839643,7.413622666175493,12.588378094791631,5.011903924009337,0
3.036583851959798,8.706658628326986,6.9098173639794105,12.405644845890995,4.471756543088786,0
3.237743278622415,8.783990374087878,7.302411897799696,12.623190139584553,3.8758722467523885,0
4.349439472493905,8.763402345707975,6.103442979826463,12.825051207140584,4.661425979222297,0
4.146857872344925,9.40601314951717,8.40247986463047,12.846086431703947,5.060755764626273,0
5.461183706628012,9.734502763465631,9.035164758225719,12.910625378043221,5.918760749972127,0
8.323195845121003,9.86138675798145,7.2484602955322615,13.146107017044695,8.133738560279022,0
5.339237823026352,8.239146319935339,5.5878529496293385,12.449284036066423,4.338589277003256,0
3.1383394940583025,8.600780983662288,6.943589995047718,12.567984457794175,4.293326715253299,0
9.098484363663156,9.316628482137117,7.590014559514793,12.461013283439993,9.906068926160222,0
3.048417946286276,8.563211716188002,7.020426122751671,12.463132532332732,3.58249230402501,0
2.9855584554033623,8.80918552304675,7.030770716017741,12.640152136248691,4.215183354177468,0
4.34723178752842,8.962059094761297,7.559709047877248,12.73524445857418,5.205602283392113,0
3.7070484892893445,5.51192984439773,3.1906219037957824,11.28337669589992,4.330448678469559,0
5.130388729537824,9.131984497565721,6.840428669009914,12.943370347620593,4.963975980724855,0
3.8441208843004566,8.908599787584773,7.408585164729747,12.72143942562004,4.190783739023865,0
4.766625420496018,9.461477228940696,8.588848476897814,12.732777191170964,5.327972539474344,0
6.308780372598122,9.862960988423417,9.158887945495856,13.104600700131748,6.508950439200048,0
12.044104158786123,10.368364301598808,8.688891129279627,13.464774650301631,10.315263600580407,0
2.5255405055353632,8.687925484510792,6.975099085953599,12.680470800356185,3.350872178472516,0
2.3807387811254617,8.376202720825527,6.572781046196107,12.562317297700162,3.482561813388799,0
9.937580540426385,10.72265384193888,10.529996438989215,12.909479788495204,8.998976056615692,0
2.698993333408359,8.448800914922012,6.424488138597275,12.465286843143787,3.6778181956985634,0
3.714095070492879,8.913145374361193,7.44044839590034,12.598564275742987,4.775185475776602,0
6.751799721878115,8.043035293517667,6.729626352218692,11.916093003430575,5.859534360657413,0
5.902711645942328,10.002238210089265,9.210296291116112,12.809446074756664,5.983270610712209,0
4.6808527126742625,9.323227895693607,8.081642549170361,12.626365163922172,5.248851694322554,0
3.6620958356113613,8.841808925812572,7.452379993878639,12.429987289733505,4.864165071255565,0
8.476949476737268,10.362046586014525,9.221767972565555,13.448718239315102,9.155445415252048,0
5.915538509508749,9.267464506767611,7.4579247760398255,13.09981188933665,6.712406527973391,0
5.025037724464357,9.551359942095765,8.625317879581292,12.801857703940994,5.714270454746255,0
6.017463552170631,6.820841518255267,3.318199948429549,11.662095605829293,7.152193889609742,0
3.44255643177445,8.826159916744666,7.439553631005781,12.59738853170224,4.496350570565267,0
5.725044476829506,9.338872541813798,6.80571974352911,12.962869663262266,5.998133517143729,0
7.924462499114908,8.776668934229898,6.803420070445593,11.544733771429863,8.817929483244924,0
7.122919424873742,9.793385593112642,7.754109967912885,13.504982332095928,7.994765445519499,0
3.53091236996693,8.931580141038243,7.521154127915695,12.695199297088385,4.291385185498366,0
2.7372673084917523,8.677883529301932,6.988136636740036,12.507377130695264,3.805183730874883,0
3.6530988650231966,9.002314131266754,7.63894325381655,12.679317246675746,4.78039705072798,0
5.418719408686101,9.930880627934329,9.000468851926376,12.994026526601735,6.565395659302696,0
3.7172175021136162,9.148216000566315,7.7536319961307685,12.640285301586903,4.911837216156766,0
4.032415055572477,9.039741293997398,7.81133961509767,12.612333467835592,4.56002250278209,0
1.690825649107458,7.924289775845063,5.693692064897458,12.441781441383627,2.7019453433459164,0
7.740097944742087,9.380057325702131,8.036962226805688,13.110090526526921,8.02858481787632,0
5.006716348423205,9.022750206230523,7.011766229383487,12.817567667432877,4.482827454370248,0
3.3951464408781797,8.686125244910963,7.025594657592037,12.663751468956448,4.175941028652035,0
3.9905724147768447,9.424435084126841,8.425489254459588,12.73245614472643,4.944782709227278,0
4.102434651797645,8.97595344376256,7.642128918993907,12.65443440840598,4.641186043911837,0
3.5176967614415537,8.786021808622067,7.005617977748638,12.65667975202031,4.052578303666442,0
6.625768217006751,9.551317405736858,7.410401698319372,13.300084270330881,6.386511734828578,0
3.8628713489116313,9.431544762926476,8.429169310427444,12.915051621730047,4.429954509682607,0
6.219780837065668,6.895771391188644,3.3812916338021433,11.622940917251773,7.093069371764198,0
5.900461808319679,9.2117835114742,7.515910584816765,12.958637129262206,6.5866063036440945,0
7.500157148727298,8.226925438217162,4.561963579239953,12.28529228741884,7.798471974453436,0
3.0256028676413758,8.80750198719932,7.276903718288324,12.696275310601205,4.162061459595727,0
3.8210065063020937,8.978442343035484,7.649038812905205,12.56619919950765,4.722520689368693,0
